Sentences	label
只係鍾意佢重多人當中嘅一粒唔發光嘅小星星嘅啫 是的只係咁散發不出光芒就唔會奪取他的目光更不可能吸引人嘅眼球	1
令人失望高冠瀑布	1
有朋自遠方來不亦樂乎	0
嗰個陌生嘅國家有我熟悉嘅風景卻沒成想而家嘅你都融入埋片風景中成了最令我牽掛嘅一個遙遠	1
我嘅錢乾淨唔使洗	0
喺後尾我哋相處嘅一段時間佢係咪為我做餐飯週末都一齊喺出便餐館共用晚餐偶爾係同幾個朋友一起	0
太上立德其次立功再次立言	4
而佢來自我並排嘅另外一條車道嘅架車大概係沖我比劃咗半日發現我冇反應先落車敲我嘅車窗	4
不僅是別離嘅淚	1
我開玩笑的說旅遊了	1
佢喺寧夏	4
夢中我還在想呢個手同那天我喺告別廳握嘅唔系幾一樣哦	4
夢中外婆穿著一件白色嘅短袖恤衫一條黑褲看上去就是遺像中嘅年紀	4
學習好好身體好好心情都好好	0
半個月前我與呢個星巴克限量版夏日杯擦肩嘥我用半個月嘅時候畀自己處於後悔嘅狀態	1
其一邊個有權利把歷史用唻xx之後唻嚟進行劃分	3
呵呵感覺還是比較有趣	0
張麗麗出咗問我考嘅咩環境呀	4
經濟不景氣啊以前嘅旺好似都慢慢衰退曬周邊嘅店面倒了一大片想住嗰間因我一時心血來潮而開嘅小店可能都會落此下場點都開心唔起身呀	1
爬行過烏龜還要慢的車突然顫了一下我醒了嘴上還殘留一絲沒有退去的微笑拭去口角流出的酣水微微睜天眼看看窗外看看灰色的天	1
我驚嘆於她的決定都驚嘆于段感情嘅脆弱	1
一切都過去了一種友情冇經過愛情嘅深刻過度就昇華到了親情	0
你帶畀我嘅寒冷足夠凍傷我嘅人我的心	1
北海道人不在乎仍充滿信心咁歡樂咁生活住	0
早些年文娛係文娛人們總覺得文化同娛樂係喺埋一齊嘅呢個提法都幾有段歷史	4
但嘗試咗幾千個清晨卻始終無法改變呢個事實	1
BSE除了瘋牛病以外喺圈子入面叫橋樑工程師 Bridge SE 喺呢個名詞啱啱喺日本軟件圈子度叫響前日本嘅NHK電視台喺早間黃金檔節目早晨日本節目中仲採訪過我	0
也許有的東西可以刪除有的東西是永遠刪除不了	1
下文系滬江網上原載連接	4
今日中午因時間短想食包子簡單一些	4
媒體猜測她自責沒能足夠快地把孩子們帶到安全位置但是這種自責應該屬於工作策略上的失誤雖說肯定有罪可在法理上是罪不當死的	1
我在手邊拿起樣品就這種	4
我對日本嘅觀察來源於日常嘅生活好奇心嘅產生幾乎全部可以落實到某一件事上抑或同頭先嘅日本老太太一樣可以落實到某一個具體嘅人物身上	2
隨後仲帶我哋到嘢半球分界線參觀倫敦格林威治天文臺嘅子午綫向北伸延剛好透過格林比士市	0
2億呢個數位已經同掠奪無分別	3
吳若增睇我像個小毛孩兒係佢同我講嘅	4
咁嘅話你講嘅出口	3
哈哈哈	0
　　好在無論周遭多麼燥熱擾攘只要能夠想像就仲可以維持內在嘅平靜清涼	0
的確今次考試有成我心中永遠無法磨滅的痛了每次想起心都係肉緊嘅難受好友話我係經歷太少咗先會如此	1
你哋將我弄哪兒去了	3
多咗多嘅回憶唔想畀它們毫無感情嘅躺喺呢張冰冷嘅紙上	1
要把一個你很愛的人由心摸掉要把所有美好嘅回憶都去忘掉將係幾咁嘅殘忍	1
前女友在我不在身邊的時候出現了意外於是我忍痛割愛分手成為了我唯一的選擇	1
火車又大提速咗	4
佢爸爸表示同意我嘅觀點唔會再打佢喇	0
或許此時正睇住我寫學習計劃嘅你感到失望吧	1
而家嘅啲人都開始把一些商業嘅世俗搞到情感世界咗嚟佢哋將情感世界都專著咗好多嘅狡詐欺騙和虛無	3
對此中國網友表示氣憤緊嘅同時仲進一步探究該視頻嘅來源出處試圖找出洩露相關內容嘅罪魁	3
我問咗嚇機組人員年紀好大嘅空姐對我說佢都系平生第一次	2
認為所有嘅人都系好人認為邊個都可以成為朋友	1
反而是外行人膽粗粗肆意容易獲得淺嘗輒止的快感炫耀起來眉飛色舞總是意猶未盡	0
這真令我意外	2
後尾散咗儘管我哋做咗咁耐同學但真正確立関係到分手就只有100天真系好準呀	1
不過人一旦經歷多些不同的事情就會看淡了許多事情不鑽牛角尖豁然開朗許多	0
於是治理污染提到國家嘅議事日程	4
醒來的我亦淚眼朦朧他的情感牽動著我讓我為他歌為他泣為他綿綿地心痛	1
待停穩車之後人嘛成日貪靚嘅象徵性地由後視鏡瞅了下自己個樣都瞅到維尼熊仲喺晃著大腦袋	0
百無聊賴突然想起年正一步一步走近	2
為了防止某些人繼續拿那些舊賬炒作你們何不乾脆一股腦把所有的舊賬都公佈一下呢	3
當時嘅感覺就係人嘅生命真係脆弱話冇就冇咗一啲徵兆都冇	1
初中嘅班主任每次見到我哋都會話我真係羡慕你哋無憂無慮	0
一到上下班時間地鐵上面擠滿了各種身著西裝的上班一族一個個面無表情或聽音樂或看漫畫或擺弄手機	4
感謝各位網友	2
十幾年冇擁有過咗從沒想過它會再次走進我嘅生活	2
如果你註定係要行嘅其實你有走	4
無論由佢哋對於家庭性工作享樂各方面來說都係一種重視享受嘅一群人	0
佢即刻話咩我孩子啊	3
一個人為五斗米摺腰唔通唔可悲	1
我一個孤單的女子為何總握不住自己嘅幸福	1
當你考慮到金錢利益升遷時交往已失去了意義	3
我本來唔想答你的話因為好勞氣所以講左一句我自己走唔叫你送	3
而直接嘅受益者就係與會人員以有效解決問題為前提臺上嘅發言者減負台下嘅聽講者都輕鬆點講都算係一項福利呀	0
目前小文一家喺美國早已拿到綠卡生活非常舒適有進入中產階層	0
徒留下一條條深淺不一的溝壑喺嗰度訴說住青春曾經嚟過	1
不知不覺習慣了無病呻吟把無聊演繹成一種情調時光將生活消磨得乏味淚珠日益彌足珍貴	1
高中畢業了	4
過任何一家商戶所呆的時間都長有二十來年	4
花納稅人嘅錢徜徉擴哧自己屋企嘅桎梏需徜徉呢份聲東擊西嘅愜意估計都只有為公家人為才做得出吧	3
外面鞭炮劈里啪啦的聲音越來越響站在陽臺上就看到每家的廚房都亮著溫暖的光走進屋子裡死氣沉沉的只有涼了的湯圓更加矯情的難過了	1
即使這樣小文從不抱怨不僅工作非常出色個仔都培養嘅好好在她的支持下老公讀完碩士讀博士然後去日本讀博士之後後尾又去了美國工作小文都於10年前去日本陪讀後尾又隨夫去咗美國	0
我甜蜜地挽著他的手倆個人親密地往家走	0
我問自己	4
而這種歧視著重又體現在文學界作為80後的知識青年我想向這些戴著有色眼睛的學者前輩表達我的憤怒發表我的質問	3
中午前昆明警方面發佈新聞通報將初步調查情況公佈於眾	0
據北京奧運會開閉幕式有關負責人6日透露北京奧運會主題謌長度為三分鐘演唱者為中國著名歌手劉歡同英國著名歌手莎拉布萊曼	4
根據警方的統計11日晚有73萬人現場觀看了煙花	4
交趾就系今日嘅越南	4
記者致電此前曾接受過採訪嘅調查組組長湖南省政法委執法監督處陳處長陳處長聽出係記者之後稱自己喺高速公路上唔方便接受採訪	4
舉動無疑再次畀沉寂落嚟嘅周老虎事件又上咗媒體嘅頭條並再次喚起咗公眾嘅記憶	2
如果非要與圖書館事業發生聯繫嘅話都係有的如果今年大旱農業生產大幅度減產農村經濟必然發生滑坡農村地區嘅政府就更加冇心思去關注文化事業咗梗係都就包括我哋嘅圖書館事業埋	1
因為真正嘅純潔嘅友情真係好難見咗	1
好攰肢體上冇劇烈運動嘅痠睏係一種深層嘅好難消失嘅攰其間更有一種舒適嘅蔓延讓人有點不知所措有點喜悅有點發呆	0
往日嘅愛心早已像深秋嘅敗葉枯萎凋零	1
一片一片帶血帶淚	1
但倘若真係要尋找大致還是能找到吧只係一時嘅心情想尋個人講個話如果一時聯繫不上大概就唔願意大費週摺	1
西西說因為安慰別人的最好辦法就是給她看你自己的傷口讓她知道你比她更痛	1
講真現階段我都系屬於指望人唔使抑或用少一些需要檢討	1
憎人總嚟徜徉關心徜徉地詢問點有時間嚟寫博法	3
天氣預報講今夜有中雪	4
我去握了一下外婆只手外婆只手果然好溫暖乾燥	0
我企喺寂寞嘅岸任曖昧瀰漫腐蝕心牆	1
呢幾日回家第一件事就是上網查看新聞關注四川地震情況一次次咁忍不住流淚為那些可憐嘅仔為那些悲痛慾絕的父母為那些拼命搶救仔嘅戰士們	1
今年搭為五一歳國際勞動節休假之機早上個仔們還未起身我同內子就去參觀了	4
行過下一條街行過嗰個轉角	4
睇下敗落嘅枯葉不覺對自己走嚟嘅呢啲年有一種深刻地反省	1
去書店多咗自然就會比較更何況係不同國度嘅書店呢	4
自己個仔人氣爆棚當老爹嘅梗係都會跟埋自豪係人之常情	0
一任長長嘅秀髮一路飄逸揮灑直至腰際當睇到女仔們眼裏嗰種欣羨表情男孩子們喺頭長髮上過多迂迴留戀嘅眼神有一種心醉嘅感覺	0
元宵炸成淺黃色而且膨脹起來感覺夾起來很輕才能出鍋	4
一個聲音說你不想改變嗎	0
之後一個單詞係頭一回遇到睇嚟每個國家嘅英文方言單詞唔遇到你係唔會理解嘅	4
不或許我應該說非成勿擾嘅台詞係好嘅故事情節都係好嘅只是馮小剛冇將二者有機嘅融合一起緊組成一個人而是單一嘅將佢搞笑化咗	1
關於愛情我哋瞭解嘅太少以為兩個喺一齊就系幸福	1
人哋深諳低調成大事悶聲發大財嘅道理點可能出嚟瞎顯擺呢法	3
然後我離開咗惠州一個人跑到了深圳	4
雖然我十九歲咗好大咗好耐冇喊過咗覺得自己有足夠堅強我還是迅速即刻不受控制的難過掉淚仲喊出埋聲	1
唔通你冇份嘅咩	3
人類不能面對災難時要反思災難發生的根源所在而唔係一味地規避責任自欺欺人地走	3
走過去至知根本唔系傳說中噉嘅美麗	1
大我兩歲讀書時喺我上一屆	4
老師說你回去問佢阿爸呀佢阿爸唔都係搞教育嘅咩	3
滿滿的幸福溢出了你的臉頰	0
　　媽媽的離去象有什麼從我身體裡抽空一樣原以為自己可以很從容應對可以瀟灑地說聲一路走好的可是沒有做到媽媽走了以後內心的傷感如霧如煙徜徉不散	1
好難令我想像唔係衝著空姐呢個詞語嚟同我交往嘅	3
呢幾日發夢經常會夢到佢唔知點了夢境裡佢唔識我了再就係好平淡咁同我講住唔痛不癢嘅話依稀仲記得夢入面嘅我好傷心傷心住佢嘅陌生	1
一對男女對面坐住一路啜住酒一路講話	4
個仔話畀我來年春節一定回家我哋一齊過個團圓年	0
到目前為止我認為我最幸運嘅係冇人強迫我去揀嗰啲既定嘅規則中嘅固定答案沒有人干涉我嘅選擇準確啲話應該係冇人干涉成功過	0
在你的夢裡天空一定好美	0
朋友反問道沒有付出哪來的回報	4
如果兩者俱備魚同熊掌兼得就更徜徉哦耶祚了	0
我打開一看土氣到不得了但茶具上印著江西政協贈的字樣難怪只適合我這個黨外人士使用	4
夾起一塊肉擺入老竇碗度說噘爸快食啦趁熱	4
日前女母親被判15年其丈夫表示判得太輕準備申請上訴	3
到自己咗就咁嘅脆弱我唔甘心	1
用他們的話說也是開始奔三的人啦嘿嘿	0
老公有個兄弟2月14日喺廣州擺結婚酒佢計畫回去	4
我自然唔會錯過咁好嘅機會順手拉開車門車內暖和嘅冷氣畀人倍感溫馨頓時忘卻咗車外嘅寒冷	0
於是信了一些冥冥中無法思量無法推卻的邂逅就是那樣的突如其來在訝異和決然的歡喜裡如前生本已親近過一般就這樣肆無忌憚的盡興起來	0
　　話說週六時天氣預報有暴雨	4
唔係疑問	1
老公懷疑我回家過年畀雞啄咗我話冇呀佢話不對吧	3
要了一杯熱咖啡我把自己藏在了一個靠窗嘅角落	4
路上嘅心酸只有自己知道	1
飛機一直低空飛行幾乎抹住海面往前飛開	4
全程轉播奧運嘅美國國家廣播公司用為一首歌兩個姑娘徜徉嘅題目報道咗喺林妙可唱歌背後嘅真正歌手楊佩宜而且都用上了兩個細路女嘅相討論嘅焦點似乎衝著我哋嘅張藝謀大導演而來	4
第二天早上醒來那種難受如大病初癒渾身無力頭重腳輕	1
要直至成傷	1
昨夜雨來了今次系隨春雷嚟嘅	0
於千萬人之中遇見你所遇見的人於千萬年之中時間的無涯的荒野裡沒有早一步也沒有晚一步剛巧趕上了那又怎樣	4
城市嘅夜場放縱著夜行人嘅寂寞	1
個仔活潑可愛屋企充滿住佢嘅笑聲和稚嫩的聲音	0
深更半夜嘅老實文雅嘅貓畀我都瞓唔著埋番頗感一種幽默嘅愉悅	0
小時候人們的房屋磚牆土牆比較多蜜蜂在牆上鑽了無數個洞採到蜜就嗡嗡地鑽進洞裡來回地飛非常的忙碌	4
父母同其它長輩都忙於工作我正好休息於是擔起咗照顧外婆嘅重任	0
再冇咗睡意索性就擁被而坐吧反正橫豎不過兩三小時天就亮了	0
的確好動聽但好遺憾佢哋唔系消費嘅主體因為以他們的收入狀況過去能花錢而家能花錢將來都能花錢唔系擴大內需嘅主體增量	1
　　行到半路	4
原來放喺紙帶子入面嘅一次過使用嘅筷子喺佢攞出嚟嗰個瞬間居然破開了而且仲發出埋清脆嘅響聲	2
好不容易把孩子哺養成人希望搵一個工作條件優秀啲家庭條件殷實一些嘅對象但事與願違好唔稱心	3
一位記者抱怨有位並不熟悉嘅學生竟夜晚11點打電話諮詢有關寫作嘅事情 我說這算什麼	3
又有兩個朋友打電話嚟	4
後來佢就做咗班主任	4
就算我被朋友搞到遍體鱗傷仲會喺嗰度心存僥倖佢唔系有心嘅佢唔系有心嘅	1
選擇去的地方居然需要跋山涉水斯裡蘭卡做飛機的時間和去美國差不多	2
最初的婚姻它只是一棵幼苗精力旺盛還未受到蛀蟲的侵蝕	0
半歲時上戶口我挖空心思想咗幾日終於想出雒文若虹為呢個我自認為仲有幾份文采嘅名但還是遭到妻子嘅否決	1
忽然一陣狂風向我刮來	2
車一會停落嚟然後緩緩地再走	4
無論係一夜承歡仲係欲拒還休不過昰浮雲慘澹再密集地聚集之後終究有散開嘅一日	1
醉生夢死緣起緣滅	1
6蚊我買兩把	4
對於人生得於失系相輔存在嘅	4
喺靚嘅深空中將會有好多嘅回憶段幸福嘅時光轉眼即逝而家走喺商場上再次憶起往事感覺好遙遠	1
佢話喺老師眼裡成績唔好嘅仔系冇資格參加嘅	1
我自己同自己講真係不如我嘅自由式彈歌曲舒服這	1
禮是用來維持人和人的關係的是按照儀式做的意思是合適的路子是經教化過程而成為主動性的服膺於傳統的習慣	4
重慶市民政局區劃地名處規定今後喺審核城市新地名時不再使用雒村為命名原因係某位銀行工作人員把用戶地址並某某村為誤認為農村地名根據該用戶嘅反映作出嘅決定	2
雖說是冬季但有太陽晴空萬裏	0
她背著書包去水體喂魚對每一個人靜靜地微笑把心塵封	1
雖然殘酷但係卻是事實	1
才放心地離開隨後消失喺人群度	0
我哋將呢場戰爭稱之為命運	4
比如最起碼的電視機冰箱	4
我冇目的	1
只任和風來親吻只由花香來擁抱	0
記得楊絳喺囡囡與錢鐘書去世後曾寫道徜徉我而家先清醒嘅明白呢個曾經畀我哋稱作為家枰嘅公寓只係一個驛站	1
處在這樣一個朝代中朝代嘅更替係佢一介文人阻止得了嘅啊	4
中國劍客喺最後一劍中倒下或裁判古靈精怪緊嘅判罰中飲恨嘅事例已經好多雖然雪滿山中高士臥但天下有雪嘅時節有時都沉冤難雪	1
他的精心照顧即使你沒有生病只因疲勞過度在他的關注下你很快就恢復了健康	0
天神要懲罰西齊佛嘅	1
170多名滯留乘客其中不乏老人與孩子長達10餘小時緊嘅時間內竟一直無人問津	3
保安送嚟一個信封從形狀與大小睇落應該系賀卡之類嘅嘢	4
我以為就系傳說中嘅愛情我以為就系傳說中嘅三生約定	0
睇嚟我應該聽她的著嘅暖暖地咁你就唔會孤單心暖嘅時候一切都係美好嘅	0
卻在不知不覺中行過咗咁多年頭	1
人嘅膝頭唔係用嚟下跪嘅教師也是如此連教師嘅基本人格都無法保護仲奢談咩法制呢	3
成長是煩惱的又是欣喜的更是心靈心智的成熟	0
因為成品油價格的調整不在聽證範圍之內	4
從解放軍戰士醫師護士到身邊的陌生人朋友甚至自己我哋都看到了災難面前人性嘅偉大經受住一次次災難嘅洗禮我哋嘅民眾都變得更堅強	0
魚兒離不開水我永遠離不開古城嘅書捲氣	4
但作為媒體從業人員成日有意無意地接觸到呢個話題都先後有幸讀到過幾篇	0
當成個社會都有啲唔正常嘅追星時能否喺莊嚴肅穆關乎國計民生嘅桎梏兩會徜徉上唔好出現徜徉追星桎梏現象	3
我將佢哋放進了草叢開始抓著頭髮狂叫	1
他這樣一說我心裡便溫暖得不得了比聽一萬句我愛你還要中聽物質的相信比精神上的溫暖更強烈更可靠	0
是的三個月一晃就過去了像一道閃光	1
母親話畀我哋中午嘅飯會喺蒸籠度	4
而家回想起來我從商界撤身能夠致力於中文同日文嘅寫作話唔定喺咩地方係受咗吉田先生嘅影響具體係邊個方面呢個仲話唔好	4
承擔社會責任係企業嘅第一要務	0
廣州市嘅新規定喺一定程度上證明咗之後一句說話冇大錯	0
讀書人想必已經習以為常見而不怪了	1
一個上午就這樣過去了坐到辦公桌前突然笑了起來噉嘅忙碌熟悉到有了親切人像係搵到感覺原來我已經習慣每日上班就面對各種意想不到事情的忙碌此時此刻我先搵到自我	0
今次嚟杭州被朋友邀去飲茶食齋去嘅時候時間稍遲日又有霧儘管系摣車直上靈隱寺嘅後院落車時天色已暗得不開閃光燈都照不成像	4
老師準備了馬騮仔面具畀扮演馬騮仔嘅幾個小朋友戴上	4
為何說小心翼翼	4
感謝他的母親感謝他的懦弱畀我放開咗緊抱嘅雙手	0
喝下第二杯你告訴我係酸咪咪味道	4
年是什麼	4
一陣有人看到了一片地毛大家就湊過去睇原來地毛係一片一片嘅有的連埋有的分散開來	4
我好奇怪唔畀一位長年患病嘅中年女教師去治病反而畀佢堅持喺一線課堂甚至跪住上堂噉嘅學校領導稱職呀	3
你係我嘅邊個	3
想鬧成龍嘅人只能表明佢哋目光短淺心胸狹窄同企喺祖國利益上講愛唔愛國差十萬八千里	3
#NAME	4
兩年中專我就這樣糊裏糊塗地讀完了	0
光陰荏苒日月如梭五十多歲了同一群後生嘅有的甚至仲細過自己仔嘅網友們喺一齊談笑不論多大一律叫你家姐	1
晚上個仔打嚟個電話話三八節了祝福你快樂	0
拆屋嘅時候啲人喺頂棚中搵到咗三條蛇	4
由於時間關係就唔一一列舉了只簡單地介紹博協嘅近況	4
一日為師終身為父的傳統美德除在電影電視的江湖之中展現生活中已難覓芳蹤	1
所以唔好去責怪劉翔呢個夜晚最痛苦係佢同佢嘅家人然後才是你哋或者我哋	1
從河流溝汊水塘庫邊都能看到他們悠然自得的身影	0
我只能眼睜睜的看著這份無緣的愛在習習晚風中漂浮我只能孤苦伶仃的遊弋在夜深人靜某一個角落獨自神傷	1
日月如梭一晃竟昰50多年以前嘅事情啊	1
一個無視知識產權價值和忽視知識產權保護嘅國家最終將逐漸喪失自主創新嘅能力最終利益受損嘅將係呢個國家嘅消費者自己	3
兩個人憂傷	1
滿眼是闌珊的燈火擁擠的車流滿耳是狂飛的音樂鼎沸的人聲	0
我又對陳說杉杉唔錯個人炒股博客點擊過千萬次日點擊近十萬次在全國排名40位以上出版社要畀佢學書呢	0
沖進災區嘅救援部隊及各類救援者總計幾十萬人	4
工作該換了計畫喺六月份左右換	4
老師都冇講過錯啊	3
但係更多嘅時候佢帶嚟嘅係淒涼	1
我同佢喺長沙嘅女人都特別失望鳥人話鳥語唔厚道下次相遇一定畀佢喺酒桌上趴下	3
元旦終於到了又係諾諾嘅生日	0
三個命運坎坷嘅女子生活在水深火熱中都得到一個神秘人物委託許方宇律師前來相助從社會嘅腳底泥企起番	0
閉上雙眼	4
她輕輕一笑笑他的修道終於功德圓滿了	0
倪萍作為一個全國政協委員唔可以慎用自己嘅參政議政權利前期調研唔到位解決方案又背離政協章程嘅總綱及相關規定無視公民的基本權利噉嘅政協委員都未免太為山寨了	3
每日佢都會去睇嚇魚池中嘅金魚	4
畫堂南畔見一向偎人顫	4
真是一語驚醒夢中人	0
雖然同佢哋嘅家人並不熟悉我都係去咗殯儀館	1
我或者係幸運嘅因為我至少仲有公司嘅朋友們一齊喺為咗理想打拼有足夠好過好多人每日上班的時候要喺同事之間勾心鬥角嘅攰唔攰呀 ̄ ̄ ̄ ̄	0
中午返屋企嘅時候打咗個電話畀老公我聽得出嚟佢其實都受不了我將來同其他人喺埋一齊嘅事實	1
走進巷子嘅時候小小嘅招牌令我頓感意外	2
我仔細看了一下大木桶的冰水中漂浮著冰塊小鐵皮桶中有他說的霜淇淋攤主快速攪動讓冰水帶走熱量霜淇淋在無電的情況下依次可以生成	4
有一天颱風來了一大早她一個人又出去了沿路實在走不動的時候乾脆就地趴下整個彎曲的身體死死地蓋在冰冷的地上跟颱風抗衡一直等到突襲而來的大風刮走以後她才慢慢地起身一個人繼續往前走	2
范美忠只是一介平民而已除了講點真誠的獨立的有思想的不媚俗的言論外手無寸鐵家無萬金	1
邊個都活得不易誰又能幫你乜嘢	1
唔係有首曲月朦朧鳥朦朧咩	4
放下書包攞出本子課本鉛筆盒	4
一片綠色嘅生命劃過我的眼簾投奔它的去處宿命	1
最近值得令我開心嘅事仲真係唔少可唔知點解自己嘅心情就咁唔鹹唔淡開嘅點都樂唔起身	1
一個小小年紀的孩子竟然能夠這樣理解禮物用語成了送禮時的專用名詞了	2
然後她上了大學佢繼續補習	4
之自己都幾欣慰嘅話曬做咗一件錯事中嘅好事冇乜後悔嘅	0
譬如年前看到這樣一句話講到中國嘅牛年股市操作思路要像牛耕地一樣壟一壟來回嘅耕	4
上周媽媽去聽陽光的快樂學琴的講座走時專門叮囑爸爸不要帶安安出去結果回來後不見人打電話才知道居然爸爸一個人帶去戶縣玩了還爬了一座小山	2
後來看到一個大大的坡上面長滿了綠色的草和白色的花還小矮矮的樹安安開心的指著對媽媽說天線寶寶	0
仲有嗰個權力懞住咗眼嘅西豐縣委書記張志國令厲智昏膽敢去北京抓人去	3
本打算放學回家溜達一圈就去同學屋企了推開門屋裏暗暗嘅窗簾都扯住	4
如此嘅熟口熟面又是如此嘅陌生	1
漸行漸遠嘅夢想仲會返嚟呀	4
年年樹上疙疙瘩瘩長幾個栗子大嘅果實風刮就甩咗從不知無花果可以成果仲可以食	4
大四要畢業了在乎咁啲錢麼	3
上嚟就係詢問你嘅詳細資料不想答就話你唔真誠 詳細答咗又講唔係同路人	3
噉 邊個 畀你 出來 嘅 	4
我想起了小時候	4
我都係鍾意同你哋喺一齊	4
但一直冇真系問過都從來冇聽到佢哋答	1
所有嘅希望同等待都已被現實嘅條條框框所束縛所有嘅熾熱都被無緣嘅藉口擋回	1
嗰晚你嘅病情加重了醫護人員喺搏盡搶救你我躲喺走廊轉角處一直唔敢接近你的病房	1
一個朋友曾經告訴我千萬人當中他的疼痛並不比別人多一些	1
當你用一種平常的心境去認識一個人結交一個人的時候便會沒有了一些私情雜念我們便可以很隨意的交往心也便會一點點的交融	0
畢業以後來到北京每次路過某個學校看見裏面魚貫而出的芸芸眾生都會發出類似的感慨	4
六十年代末才反籍回來經歷較多工作和生產經驗都較為豐富我在他身上也學到了許多書本上所沒有的東西	0
點解成日冇一個正確嘅答案令我哋滿意而歸	1
哭泣已再所難免	1
中意一個最緊要係畀佢快樂因為佢嘅喜怒哀樂都會牽動你的心緒	0
當昔日嘅真愛已唔存在當情感嘅繁花已被冬雨打嘅殘紅飄零時啲人成日習慣於久久嘅停息喺愛情嘅樹枝上低吟淺唱唔係心仍眷戀份柔情企求傷害自己嘅人回心轉意就係都的起心肝以同樣嘅方式就是報復	1
邊個相信係單位總結會啊	0
是你真的是你電話一端傳來了久違的聲音聲音在午後的陽光中穿梭我卻忘了我自己或許是太久沒有聯繫的緣故我竟然發覺我和你況如最熟悉的陌生人	2
雖說爸爸好顯後生但話曬都比我大咗24歲呀相當嘅鬱悶	1
我哋就攞個簡單嘅網兜抑或請大人幫我哋織一個好嘅耐用嘅到地裏拍蝴蝶	0
2008年嘅聖誕節我同朋友一齊好溫暖	0
雖然都可能仍然不能停止對他的愛但卻必須強迫自己接受現實	1
放工後去逛街夜晚11點先到家	4
回北京嘅路上小狗仲暈車成日干嘔我只好泊車畀佢緩口氣	1
賣羊肉嘅攤主滿臉笑意興高采烈	0
老姥監終生遺憾與來世夢想去天國了去尋找心上人去了	1
學識咗承受畀我喺同朋友分別嘅一刻識得咗祝福而唔系難過	0
近在咫尺卻遠在天涯嘅痛楚償過咗才知乜嘢系無聲嘅吶喊	1
由於地勢所限山下冇信號於是化工廠就將高高嘅電視接收塔架喺咗我哋村南頭嘅原邊上交換嘅條件就係每晚畀村民放睇電視	0
其中美國嘅12名高中生都係今年美國總統獎嘅獲得者國內嘅高中生都係畀北京大學清華大學香港大學等著名大學錄取嘅優秀學生	4
愛上一個不該愛的人愛上過往曾經	1
各位朋友∶兩個小時前我哋啱啱開咗博協理事會今年博協已滿八周歲了	0
面對這樣可愛的孩子我哋不禁要問張導演做乜嘢唔可以用噉嘅仔上臺	3
我忽然覺得不僅是一個細路女喺跳沉重嘅鋼同鐵都似乎跳躍起身並且快樂	0
好幾次開住車都衝動咁想撞死自己咁我就可以唔使咁痛苦咁去想你	1
要是武俠大師古龍同溫裡安喺現場睇比賽早同裁判急了有你咁將高手嘅劍畀毀咗嘅啊	3
愛好似仲縈繞住我但跑嚟跑去嘅我覺得有些對唔住佢哋	1
比如對於我來說今年嘅春天或者與一個小姑娘有關	4
我點癲點悲傷沒有人瞭解問我點解掙紮點解失落點解流淚點解人唔似人因為我走在路上因為我唔做寂寞	1
舊年春天嘅時候同住嘅舞蹈教授要賣房子話要到巴西去	4
意思意思心意到就得喇而家我只認錢哈哈	0
當時我拼死想幫佢恨不得恨不得我要砍我主人嘅頭	1
回憶都跟埋嚟埋	4
成日怪媽媽煮得太少食住唔爽	3
昨天晚上天氣仲唔錯可就冇睇到月亮有些失望	1
佢哋唔記得佢哋嘅祖先	1
